Age,Gender,Education Level,Job Title,Years of Experience,Salary
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
34.0,Male,Master's Degree,Senior Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,<=100K
39.0,Female,PhD,Senior Research Scientist,13.0,>100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
33.0,Female,Master's Degree,Senior Software Engineer,8.0,>100K
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
34.0,Male,Master's Degree,Senior Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,<=100K
39.0,Female,PhD,Senior Research Scientist,13.0,>100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
33.0,Female,Master's Degree,Senior Software Engineer,8.0,>100K
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
34.0,Male,Master's Degree,Senior Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,<=100K
39.0,Female,PhD,Senior Research Scientist,13.0,>100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
33.0,Female,Master's Degree,Senior Software Engineer,8.0,>100K
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
34.0,Male,Master's Degree,Senior Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,<=100K
39.0,Female,PhD,Senior Research Scientist,13.0,>100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
33.0,Female,Master's Degree,Senior Software Engineer,8.0,>100K
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
34.0,Male,Master's Degree,Senior Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,<=100K
39.0,Female,PhD,Senior Research Scientist,13.0,>100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
33.0,Female,Master's Degree,Senior Software Engineer,8.0,>100K
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
34.0,Male,Master's Degree,Senior Data Scientist,9.0,>100K
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,<=100K
39.0,Female,PhD,Senior Research Scientist,13.0,>100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
33.0,Female,Master's Degree,Senior Software Engineer,8.0,>100K
28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,<=100K
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,<=100K
36.0,Male,PhD,Senior Research Scientist,11.0,>100K
27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,<=100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
22.0,Female,High School,Sales Associate,0.0,<=100K
45.0,Male,Bachelor's Degree,Financial Manager,21.0,>100K
31.0,Female,Master's Degree,Content Marketing Manager,8.0,>100K
28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,<=100K
29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,<=100K
35.0,Female,PhD,Director of Marketing,12.0,>100K
27.0,Male,High School,Sales Representative,3.0,<=100K
33.0,Female,Bachelor's Degree,Marketing Manager,9.0,>100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,2.0,<=100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
29.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
25.0,Female,Bachelor's Degree,Marketing Manager,3.0,<=100K
30.0,Male,Master's Degree,Financial Manager,7.0,>100K
28.0,Female,PhD,Director of Marketing,6.0,>100K
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,<=100K
28.0,Female,Master's Degree,Marketing Manager,7.0,>100K
34.0,Male,PhD,Director of Marketing,12.0,>100K
31.0,Male,Bachelor's Degree,Sales Director,9.0,>100K
24.0,Female,High School,Sales Associate,1.0,<=100K
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,<=100K
27.0,Female,Master's Degree,Content Marketing Manager,4.0,<=100K
33.0,Male,PhD,Sales Director,10.0,>100K
21.0,Female,High School,Junior Sales Representative,0.0,<=100K
36.0,Male,Bachelor's Degree,Sales Manager,11.0,>100K
23.0,Male,Bachelor's Degree,Software Engineer,1.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,12.0,>100K
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,<=100K
31.0,Female,PhD,Research Scientist,8.0,>100K
35.0,Male,Bachelor's Degree,Project Manager,10.0,>100K
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,<=100K
42.0,Male,Master's Degree,Senior Software Engineer,18.0,>100K
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,<=100K
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,>100K
24.0,Female,High School,Sales Associate,0.0,<=100K
30.0,Male,Master's Degree,Financial Analyst,6.0,<=100K
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,<=100K
32.0,Male,PhD,Data Scientist,9.0,>100K
22.0,Female,High School,Receptionist,0.0,<=100K
37.0,Male,Bachelor's Degree,Product Manager,12.0,>100K
38.0,Female,Master's Degree,Marketing Director,14.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
23.0,Male,Bachelor's Degree,Software Engineer,1.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,12.0,>100K
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,<=100K
31.0,Female,PhD,Research Scientist,8.0,>100K
35.0,Male,Bachelor's Degree,Project Manager,10.0,>100K
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,<=100K
42.0,Male,Master's Degree,Senior Software Engineer,18.0,>100K
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,<=100K
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,>100K
24.0,Female,High School,Sales Associate,0.0,<=100K
30.0,Male,Master's Degree,Financial Analyst,6.0,<=100K
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,<=100K
32.0,Male,PhD,Data Scientist,9.0,>100K
22.0,Female,High School,Receptionist,0.0,<=100K
37.0,Male,Bachelor's Degree,Product Manager,12.0,>100K
38.0,Female,Master's Degree,Marketing Director,14.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
23.0,Male,Bachelor's Degree,Software Engineer,1.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,12.0,>100K
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,<=100K
31.0,Female,PhD,Research Scientist,8.0,>100K
35.0,Male,Bachelor's Degree,Project Manager,10.0,>100K
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,<=100K
42.0,Male,Master's Degree,Senior Software Engineer,18.0,>100K
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,<=100K
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,>100K
24.0,Female,High School,Sales Associate,0.0,<=100K
30.0,Male,Master's Degree,Financial Analyst,6.0,<=100K
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,<=100K
32.0,Male,PhD,Data Scientist,9.0,>100K
22.0,Female,High School,Receptionist,0.0,<=100K
37.0,Male,Bachelor's Degree,Product Manager,12.0,>100K
38.0,Female,Master's Degree,Marketing Director,14.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
23.0,Male,Bachelor's Degree,Software Engineer,1.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,12.0,>100K
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,<=100K
31.0,Female,PhD,Research Scientist,8.0,>100K
35.0,Male,Bachelor's Degree,Project Manager,10.0,>100K
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,<=100K
42.0,Male,Master's Degree,Senior Software Engineer,18.0,>100K
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,<=100K
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,>100K
24.0,Female,High School,Sales Associate,0.0,<=100K
30.0,Male,Master's Degree,Financial Analyst,6.0,<=100K
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,<=100K
32.0,Male,PhD,Data Scientist,9.0,>100K
22.0,Female,High School,Receptionist,0.0,<=100K
37.0,Male,Bachelor's Degree,Product Manager,12.0,>100K
38.0,Female,Master's Degree,Marketing Director,14.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,<=100K
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,<=100K
27.0,Male,Bachelor's Degree,Product Designer,3.0,<=100K
34.0,Female,PhD,Research Director,10.0,>100K
26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,<=100K
31.0,Female,Master's Degree,Financial Manager,7.0,>100K
23.0,Male,Bachelor's Degree,Software Engineer,1.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,12.0,>100K
28.0,Male,Bachelor's Degree,Financial Analyst,4.0,<=100K
31.0,Female,PhD,Research Scientist,8.0,>100K
35.0,Male,Bachelor's Degree,Project Manager,10.0,>100K
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,<=100K
42.0,Male,Master's Degree,Senior Software Engineer,18.0,>100K
29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,<=100K
33.0,Male,Bachelor's Degree,Marketing Manager,7.0,>100K
24.0,Female,High School,Sales Associate,0.0,<=100K
30.0,Male,Master's Degree,Financial Analyst,6.0,<=100K
26.0,Female,Bachelor's Degree,Social M,,<=100K
28.0,Male,Bachelor's Degree,Software Engineer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Director,11.0,>100K
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,<=100K
29.0,Female,PhD,Data Scientist,5.0,<=100K
33.0,Male,Bachelor's Degree,Project Manager,8.0,>100K
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,<=100K
43.0,Male,Master's Degree,Senior Software Engineer,19.0,>100K
30.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,<=100K
34.0,Male,Bachelor's Degree,Marketing Manager,9.0,>100K
25.0,Female,High School,Sales Associate,0.0,<=100K
